date,description,amount,account_number,account_description,account_category
2024-05-10 23:48:57.578120,,-38800.05,6450,Andre værdipapirer og kapitalandele,Andre værdipapirer og kapitalandele
2024-05-11 23:48:57.578120,,-13152.04,2140,Øvrige afgifter,Lokaleomkostninger
2024-05-12 23:48:57.578120," {} kurstab på likvider, bankgæld og prioritetsgæld - ref. 19618",-36846.96,3630,"Kurstab på likvider, bankgæld og prioritetsgæld",Øvrige finansielle omkostninger
2024-05-12 23:48:57.578120,,-13009.77,2540,"Driftsomkostninger, personbiler",Administrationsomkostninger
2024-05-13 23:48:57.578120,,-18444.47,2850,Lønninger,Personaleomkostninger
2024-05-13 23:48:57.578120,,-27949.36,6590,Reserve for nettoopskrivning efter den indre værdis metode,Reserve for nettoopskrivning efter den indre værdis metode
2024-05-14 23:48:57.578120," betaling {} - finansielt leasede aktiver, bogført værdi primo - ref. 75170",-38220.29,5710,"Finansielt leasede aktiver, bogført værdi primo",Finansielt leasede aktiver
2024-05-14 23:48:57.578120,,-22165.34,5740,"Finansielt leasede aktiver, øvrige værdireguleringer",Finansielt leasede aktiver
2024-05-14 23:48:57.578120,,-28465.34,7800,Naturgas- og bygasafgift,"Anden gæld, herunder skyldige skatter og skyldige bidrag til social sikring"
2024-05-14 23:48:57.578120,,-11275.72,6181,Varebeholdninger,Forudbetalinger for varer
2024-05-15 23:48:57.578120,,-42201.33,7180,Gæld til tilknyttede virksomheder - langfristet gæld,Gæld til tilknyttede virksomheder - langfristet gæld
2024-05-15 23:48:57.578120,,-11976.28,3130,"Nedskrivninger af omsætningsaktiver, som overstiger normale nedskrivninger","Nedskrivninger af omsætningsaktiver, som overstiger normale nedskrivninger"
2024-05-15 23:48:57.578120,,-27161.26,3050,"Af- og nedskrivninger af andre anlæg, driftsmateriel og inventar",Af- og nedskrivninger af materielle og immaterielle anlægsaktiver
2024-05-15 23:48:57.578120,,-35907.51,1650,"Varekøb udland, ikke-EU","Omkostninger til råvarer, hjælpematerialer og ydelser"
2024-05-15 23:48:57.578120,,-32193.35,7510,Gæld til tilknyttede virksomheder - kortfristet gæld,Gæld til tilknyttede virksomheder - kortfristet gæld
2024-05-16 23:48:57.578120, betaling fra {} a/s - ref. 42595,-44704.86,1870,Udstillinger og dekoration,Salgsomkostninger
2024-05-17 23:48:57.578120,,-37565.4,7820,Vandafgift,"Anden gæld, herunder skyldige skatter og skyldige bidrag til social sikring"
2024-05-17 23:48:57.578120, betaling {} - reserve for opskrivninger - ref. 19694,-35381.46,6560,Reserve for opskrivninger,Reserve for opskrivninger
2024-05-17 23:48:57.578120,,-19735.33,2920,Vederlag til afløsning af pensionstilsagn,Personaleomkostninger
2024-05-18 23:48:57.578120,,-1378.76,6200,Akkumulerede nedskrivninger til tab på tilgodehavender fra salg og tjenesteydelser,Tilgodehavender fra salg og tjenesteydelser
2024-05-18 23:48:57.578120,,-18985.43,3190,Andre driftsomkostninger,Andre driftsomkostninger
2024-05-18 23:48:57.578120,,-37155.93,6181,Varebeholdninger,Forudbetalinger for varer
2024-05-18 23:48:57.578120," betaling {} - investeringsejendomme, årets forbedringer - ref. 95811",-17675.04,5190,"Investeringsejendomme, årets forbedringer",Investeringsejendomme
2024-05-18 23:48:57.578120," kurstab på likvider, bankgæld og prioritetsgæld {} - ref. 10329",-10433.01,3630,"Kurstab på likvider, bankgæld og prioritetsgæld",Øvrige finansielle omkostninger
2024-05-19 23:48:57.578120,,-31372.65,3780,Regulering vedrørende tidligere år,Skat af årets resultat
2024-05-19 23:48:57.578120, overførsel fra {} - ref. 92541,4496.7,1300,Regulering igangværende arbejder,Nettoomsætning
2024-05-19 23:48:57.578120,,-14123.42,6040,Deposita,Andre (langfristede) tilgodehavender
2024-05-20 23:48:57.578120,,-7487.84,7050,Andre hensatte forpligtelser,Andre hensatte forpligtelser
2024-05-20 23:48:57.578120,,-18959.01,3060,Af- og nedskrivninger af software,Af- og nedskrivninger af materielle og immaterielle anlægsaktiver
2024-05-20 23:48:57.578120,,-48415.03,3450,Andre finansielle indtægter fra tilknyttede virksomheder,Andre finansielle indtægter fra tilknyttede virksomheder
2024-05-21 23:48:57.578120,,-8806.96,5250,"Investeringsejendomme under opførelse, årets tilgange",Investeringsejendomme under opførelse
2024-05-21 23:48:57.578120, øvrige (langfristede) tilgodehavender {} - ref. 54201,-41683.45,6030,Øvrige (langfristede) tilgodehavender,Andre (langfristede) tilgodehavender
2024-05-22 23:48:57.578120,,-35230.66,5550,"Indretning af lejede lokaler, tilbageførte af- og nedskrivninger",Indretning af lejede lokaler
2024-05-23 23:48:57.578120,,-42354.63,7510,Gæld til tilknyttede virksomheder - kortfristet gæld,Gæld til tilknyttede virksomheder - kortfristet gæld
2024-05-23 23:48:57.578120,,-15584.57,5700,"Materielle anlægsaktiver under udførelse og forudbetalinger for materielle anlægsaktiver, ultimo",Materielle anlægsaktiver under udførelse og forudbetalinger for materielle anlægsaktiver
2024-05-25 23:48:57.578120," grunde og bygninger, øvrige værdireguleringer {} - ref. 82326",-2888.26,5370,"Grunde og bygninger, øvrige værdireguleringer",Grunde og bygninger
2024-05-25 23:48:57.578120,,-7842.68,2720,Øreafrunding/kassedifferencer,Administrationsomkostninger
2024-05-26 23:48:57.578120,,-22413.9,5060,"Goodwill, tilbageførte af- og nedskrivninger",Goodwill
2024-05-26 23:48:57.578120,,-37544.78,7420,Modtagne forudbetalinger fra kunder,Modtagne forudbetalinger fra kunder
2024-05-26 23:48:57.578120,,-12578.53,6520,Indbetalt registreret kapital mv.,Virksomhedskapital
2024-05-26 23:48:57.578120,,-17913.98,6410,Periodeafgrænsningsposter,Periodeafgrænsningsposter
2024-05-27 23:48:57.578120, akkumulerede nedskrivninger til tab på tilgodehavender fra kapitalinteresser {} - ref. 43548,-48583.95,6250,Akkumulerede nedskrivninger til tab på tilgodehavender fra kapitalinteresser,Kortfristede tilgodehavender hos tilknyttede virksomheder
2024-05-27 23:48:57.578120, betaling {} - nedskrivning på råvarer og hjælpematerialer - ref. 73170,-6362.32,6090,Nedskrivning på råvarer og hjælpematerialer,Råvarer og hjælpematerialer
2024-05-28 23:48:57.578120,,-49062.94,6940,Overført resultat,Overført resultat
2024-05-28 23:48:57.578120,,-5205.39,6181,Varebeholdninger,Forudbetalinger for varer
2024-05-29 23:48:57.578120,,-7621.91,6030,Øvrige (langfristede) tilgodehavender,Andre (langfristede) tilgodehavender
2024-05-29 23:48:57.578120, betaling fra {} a/s - ref. 10331,-25387.82,1830,Fragtomkostninger,Salgsomkostninger
2024-05-30 23:48:57.578120,,-42106.46,6072,Anlægsaktiver i alt,Tilgodehavender hos virksomhedsdeltagere og ledelse
2024-05-30 23:48:57.578120,,-10833.89,8040,Øvrig anden gæld,"Anden gæld, herunder skyldige skatter og skyldige bidrag til social sikring"
2024-05-31 23:48:57.578120,,-18865.15,6450,Andre værdipapirer og kapitalandele,Andre værdipapirer og kapitalandele
2024-06-01 23:48:57.578120,,-26609.06,5570,"Andre anlæg, driftsmateriel og inventar, bogført værdi primo","Andre anlæg, driftsmateriel og inventar"
2024-06-02 23:48:57.578120, {} aktiver i alt - ref. 77812,-2315.29,6499,AKTIVER I ALT,Likvide beholdninger
2024-06-02 23:48:57.578120," øvrige indtægter af andre kapitalandele, værdipapirer og tilgodehavender, der er anlægsaktiver {} - ref. 25273",-33770.68,3400,"Øvrige indtægter af andre kapitalandele, værdipapirer og tilgodehavender, der er anlægsaktiver","Indtægter af andre kapitalandele, værdipapirer og tilgodehavender, der er anlægsaktiver"
2024-06-02 23:48:57.578120, kantineudgifter {} - ref. 59479,-5735.33,2350,Kantineudgifter,Administrationsomkostninger
2024-06-03 23:48:57.578120, {} gæld til kreditinstitutter - kortfristet gæld - ref. 56771,-41459.18,7310,Gæld til kreditinstitutter - kortfristet gæld,Gæld til kreditinstitutter - kortfristet gæld
2024-06-03 23:48:57.578120,,-8556.85,5670,"Materielle anlægsaktiver under udførelse og forudbetalinger for materielle anlægsaktiver, øvrige værdireguleringer",Materielle anlægsaktiver under udførelse og forudbetalinger for materielle anlægsaktiver
2024-06-03 23:48:57.578120,,-6138.26,5630,"Andre anlæg, driftsmateriel og inventar, ultimo","Andre anlæg, driftsmateriel og inventar"
2024-06-04 23:48:57.578120,,-10358.46,7410,Modtagne forudbetalinger fra kunder,Modtagne forudbetalinger fra kunder
2024-06-04 23:48:57.578120,,-7759.4,6520,Indbetalt registreret kapital mv.,Virksomhedskapital
2024-06-05 23:48:57.578120,,-26655.46,5860,"Kapitalandele i tilknyttede virksomheder, ultimo",Kapitalandele i tilknyttede virksomheder
2024-06-05 23:48:57.578120, {} kreditinstitutter i øvrigt - ref. 23936,-19360.01,7350,Kreditinstitutter i øvrigt,Gæld til kreditinstitutter - kortfristet gæld
2024-06-05 23:48:57.578120,,-2703.94,6300,Tilgodehavende selskabsskat (kortfristet),Andre tilgodehavender (kortfristede)
2024-06-05 23:48:57.578120,,-42064.89,2370,Kontingenter,Administrationsomkostninger
2024-06-05 23:48:57.578120,,-42624.58,6060,Tilgodehavender hos virksomhedsdeltagere og ledelse,Tilgodehavender hos virksomhedsdeltagere og ledelse
2024-06-05 23:48:57.578120,,-48290.04,5870,Langfristede tilgodehavender hos tilknyttede virksomheder,Langfristede tilgodehavender hos tilknyttede virksomheder
2024-06-06 23:48:57.578120,,-17354.78,3440,Andre finansielle indtægter fra tilknyttede virksomheder,Andre finansielle indtægter fra tilknyttede virksomheder
2024-06-06 23:48:57.578120, {} råvarer og hjælpematerialer - ref. 92116,-31060.64,6100,Råvarer og hjælpematerialer,Råvarer og hjælpematerialer
2024-06-07 23:48:57.578120,,-35990.45,6260,Kortfristede tilgodehavender hos tilknyttede virksomheder,Kortfristede tilgodehavender hos tilknyttede virksomheder
2024-06-07 23:48:57.578120," {} andre anlæg, driftsmateriel og inventar, årets af- og nedskrivninger - ref. 25370",-22807.94,5610,"Andre anlæg, driftsmateriel og inventar, årets af- og nedskrivninger","Andre anlæg, driftsmateriel og inventar"
2024-06-07 23:48:57.578120,,-16634.79,2900,AM Bidragsfri A-Indkomst,Personaleomkostninger
2024-06-07 23:48:57.578120,,-33509.6,2968,Lønrefusioner,Personaleomkostninger
2024-06-08 23:48:57.578120,,-26197.29,2560,"Driftsomkostninger, varebiler",Administrationsomkostninger
2024-06-08 23:48:57.578120, {} faktura nr. {} - ref. 63500,19040.55,1010,Salg af varer og ydelser,Nettoomsætning
2024-06-08 23:48:57.578120,,-6363.02,2831,Andre eksterne omkostninger,Administrationsomkostninger
2024-06-09 23:48:57.578120,,-37498.8,7350,Kreditinstitutter i øvrigt,Gæld til kreditinstitutter - kortfristet gæld
2024-06-09 23:48:57.578120," grunde og bygninger, ultimo {} - ref. 83647",-16186.12,5410,"Grunde og bygninger, ultimo",Grunde og bygninger
2024-06-09 23:48:57.578120,,-5362.3,5410,"Grunde og bygninger, ultimo",Grunde og bygninger
2024-06-10 23:48:57.578120,,-47137.53,5370,"Grunde og bygninger, øvrige værdireguleringer",Grunde og bygninger
2024-06-10 23:48:57.578120, {} af- og nedskrivninger af erhvervede immaterielle anlægsaktiver - ref. 36525,-45911.29,3000,Af- og nedskrivninger af erhvervede immaterielle anlægsaktiver,Af- og nedskrivninger af materielle og immaterielle anlægsaktiver
2024-06-10 23:48:57.578120,,-1013.43,3670,Renter til banker og realkreditinstitutter,Øvrige finansielle omkostninger
2024-06-10 23:48:57.578120,,-36433.57,2900,AM Bidragsfri A-Indkomst,Personaleomkostninger
2024-06-10 23:48:57.578120,,-11029.78,3250,Indtægter af kapitalandele,Indtægter af kapitalandele i kapitalinteresser
2024-06-11 23:48:57.578120,,-9552.18,5900,"Kapitalandele i kapitalinteresser, bogført værdi primo",Kapitalandele i kapitalinteresser
2024-06-11 23:48:57.578120,,-6524.3,2210,Lokaleomkostninger,Lokaleomkostninger
2024-06-12 23:48:57.578120, {} telefon og internet mv. (kun virksomhed) - ref. 34283,-41905.26,2410,Telefon og internet mv. (kun virksomhed),Administrationsomkostninger
2024-06-12 23:48:57.578120, betaling {} - bestyrelseshonorar - ref. 43914,-35908.05,2880,Bestyrelseshonorar,Personaleomkostninger
2024-06-13 23:48:57.578120,,-15920.3,6570,Reserve for opskrivninger,Reserve for opskrivninger
2024-06-13 23:48:57.578120, overførsel fra {} - ref. 82583,-45355.82,1660,Ydelseskøb,"Omkostninger til råvarer, hjælpematerialer og ydelser"
2024-06-13 23:48:57.578120, {} fremstillede varer og handelsvarer - ref. 59309,-20124.38,6140,Fremstillede varer og handelsvarer,Fremstillede varer og handelsvarer
2024-06-13 23:48:57.578120,,-37234.45,6210,Tilgodehavender fra salg og tjenesteydelser,Tilgodehavender fra salg og tjenesteydelser
2024-06-13 23:48:57.578120," erhvervede immaterielle anlægsaktiver, årets af- og nedskrivninger {} - ref. 20510",-21425.98,5120,"Erhvervede immaterielle anlægsaktiver, årets af- og nedskrivninger",Erhvervede immaterielle anlægsaktiver
2024-06-13 23:48:57.578120,,-6355.93,5690,"Materielle anlægsaktiver under udførelse og forudbetalinger for materielle anlægsaktiver, tilbageførte nedskrivninger",Materielle anlægsaktiver under udførelse og forudbetalinger for materielle anlægsaktiver
2024-06-14 23:48:57.578120,,-5062.5,5970,Langfristede tilgodehavender hos kapitalinteresser,Langfristede tilgodehavender hos kapitalinteresser
2024-06-14 23:48:57.578120,,-25072.81,5400,"Grunde og bygninger, tilbageførte af- og nedskrivninger",Grunde og bygninger
2024-06-14 23:48:57.578120," betaling {} - investeringsejendomme, årets tilgange - ref. 34122",-42787.17,5170,"Investeringsejendomme, årets tilgange",Investeringsejendomme
2024-06-15 23:48:57.578120,,-7639.74,5940,"Kapitalandele i kapitalinteresser, årets nedskrivninger",Kapitalandele i kapitalinteresser
2024-06-15 23:48:57.578120,,-17205.77,2070,Vand,Lokaleomkostninger
2024-06-15 23:48:57.578120,,-26387.86,3700,Øvrige finansielle omkostninger,Øvrige finansielle omkostninger
2024-06-16 23:48:57.578120,,-41632.44,6430,Kapitalandele i tilknyttede virksomheder,Kapitalandele i tilknyttede virksomheder
2024-06-16 23:48:57.578120, betaling {} - øvrige lovpligtige reserver - ref. 80459,-49976.19,6870,Øvrige lovpligtige reserver,Andre reserver
2024-06-16 23:48:57.578120,,-10640.03,5100,"Erhvervede immaterielle anlægsaktiver, årets afgange",Erhvervede immaterielle anlægsaktiver
2024-06-16 23:48:57.578120,,-8468.45,5470,"Produktionsanlæg og maskiner, årets af- og nedskrivninger",Produktionsanlæg og maskiner
2024-06-16 23:48:57.578120,,-11763.2,5700,"Materielle anlægsaktiver under udførelse og forudbetalinger for materielle anlægsaktiver, ultimo",Materielle anlægsaktiver under udførelse og forudbetalinger for materielle anlægsaktiver
2024-06-17 23:48:57.578120, {} skyldige feriepenge - ref. 29447,-44395.37,7900,Skyldige feriepenge,"Anden gæld, herunder skyldige skatter og skyldige bidrag til social sikring"
2024-06-18 23:48:57.578120,,-39938.9,5040,"Goodwill, øvrige værdireguleringer",Goodwill
2024-06-18 23:48:57.578120, {} biludgifter efter statens takster - ref. 56012,-27635.92,2630,Biludgifter efter statens takster,Administrationsomkostninger
2024-06-18 23:48:57.578120,,-36553.56,6010,Andre værdipapirer og kapitalandele,Andre værdipapirer og kapitalandele
2024-06-18 23:48:57.578120,,-33623.53,8050,Anden gæld (kortfristet gæld),"Anden gæld, herunder skyldige skatter og skyldige bidrag til social sikring"
2024-06-18 23:48:57.578120, ej skattemæssigt fradragsberettigede rådgivningshonorarer {} - ref. 13296,-28499.27,2700,Ej skattemæssigt fradragsberettigede rådgivningshonorarer,Administrationsomkostninger
2024-06-19 23:48:57.578120,,-3653.64,5300,"Investeringsejendomme under opførelse, tilbageførte nedskrivninger",Investeringsejendomme under opførelse
2024-06-19 23:48:57.578120,,-24365.21,5180,"Investeringsejendomme, årets afgange",Investeringsejendomme
2024-06-19 23:48:57.578120, betaling {} - anden gæld (kortfristet gæld) - ref. 90422,-3163.86,8050,Anden gæld (kortfristet gæld),"Anden gæld, herunder skyldige skatter og skyldige bidrag til social sikring"
2024-06-20 23:48:57.578120,,-27536.76,3530,Øvrige finansielle indtægter,Andre finansielle indtægter
2024-06-20 23:48:57.578120,,-1067.57,3050,"Af- og nedskrivninger af andre anlæg, driftsmateriel og inventar",Af- og nedskrivninger af materielle og immaterielle anlægsaktiver
2024-06-21 23:48:57.578120, regulering af tilgodehavender fra tilknyttede virksomheder og associerede virksomheder {} - ref. 43688,-38647.84,2300,Regulering af tilgodehavender fra tilknyttede virksomheder og associerede virksomheder,Administrationsomkostninger
2024-06-22 23:48:57.578120, offentlige gebyrer og bøder (ej fradragsberettiget skattemæssigt) {} - ref. 26721,-31858.72,2660,Offentlige gebyrer og bøder (ej fradragsberettiget skattemæssigt),Administrationsomkostninger
2024-06-22 23:48:57.578120,,35926.5,1430,Nedskrivning på lagre af færdigvarer og varer under fremstilling,Ændring i lagre af færdigvarer og varer under fremstilling
2024-06-22 23:48:57.578120,,34799.9,1390,Nettoomsætning,Nettoomsætning
2024-06-23 23:48:57.578120,,-16103.0,6970,Foreslået udbytte indregnet under egenkapitalen,Foreslået udbytte indregnet under egenkapitalen
2024-06-24 23:48:57.578120, {} faktura nr. {} - ref. 17481,34139.82,1490,Ændring i lagre af færdigvarer og varer under fremstilling,Ændring i lagre af færdigvarer og varer under fremstilling
2024-06-24 23:48:57.578120,,-21755.27,6430,Kapitalandele i tilknyttede virksomheder,Kapitalandele i tilknyttede virksomheder
2024-06-24 23:48:57.578120," investeringsejendomme, bogført værdi primo {} - ref. 93127",-15192.44,5160,"Investeringsejendomme, bogført værdi primo",Investeringsejendomme
2024-06-24 23:48:57.578120, øvrige finansielle omkostninger {} - ref. 43190,-19243.35,3700,Øvrige finansielle omkostninger,Øvrige finansielle omkostninger
2024-06-26 23:48:57.578120,,-45789.35,2990,Personaleomkostninger,Personaleomkostninger
2024-06-26 23:48:57.578120, {} regulering af tilgodehavender fra tilknyttede virksomheder og associerede virksomheder - ref. 70552,-19585.55,2300,Regulering af tilgodehavender fra tilknyttede virksomheder og associerede virksomheder,Administrationsomkostninger
2024-06-26 23:48:57.578120,,4569.36,1430,Nedskrivning på lagre af færdigvarer og varer under fremstilling,Ændring i lagre af færdigvarer og varer under fremstilling
2024-06-27 23:48:57.578120, anden skyldig pension {} - ref. 70091,-36394.56,8000,Anden skyldig pension,"Anden gæld, herunder skyldige skatter og skyldige bidrag til social sikring"
2024-06-27 23:48:57.578120,,-15053.82,3600,"Finansielle omkostninger, der hidrører fra tilknyttede virksomheder","Finansielle omkostninger, der hidrører fra tilknyttede virksomheder"
2024-06-28 23:48:57.578120, betaling {} - kulafgift - ref. 51025,-32329.03,7810,Kulafgift,"Anden gæld, herunder skyldige skatter og skyldige bidrag til social sikring"
2024-06-28 23:48:57.578120,,-30161.73,2460,Leje og operationelle leasingydelser (ekskl. husleje),Administrationsomkostninger
2024-06-28 23:48:57.578120, vederlag til afløsning af pensionstilsagn {} - ref. 94431,-23784.31,2920,Vederlag til afløsning af pensionstilsagn,Personaleomkostninger
2024-06-28 23:48:57.578120," {} indtægter af andre kapitalandele, værdipapirer og tilgodehavender, der er anlægsaktiver - ref. 80425",-34491.04,3410,"Indtægter af andre kapitalandele, værdipapirer og tilgodehavender, der er anlægsaktiver","Indtægter af andre kapitalandele, værdipapirer og tilgodehavender, der er anlægsaktiver"
2024-06-29 23:48:57.578120,,15369.47,1390,Nettoomsætning,Nettoomsætning
2024-06-29 23:48:57.578120,,-16359.38,6160,Fremstillede varer og handelsvarer,Fremstillede varer og handelsvarer
2024-06-29 23:48:57.578120, bruttofortjeneste/bruttotab {} - ref. 37400,-44535.09,2840,Bruttofortjeneste/Bruttotab,Administrationsomkostninger
2024-06-29 23:48:57.578120,,-35717.19,3470,Renter fra banker,Andre finansielle indtægter
2024-06-29 23:48:57.578120,,-34713.02,5550,"Indretning af lejede lokaler, tilbageførte af- og nedskrivninger",Indretning af lejede lokaler
2024-06-29 23:48:57.578120,,-22774.04,5030,"Goodwill, årets afgange",Goodwill
2024-06-30 23:48:57.578120,,-13078.14,6370,Kortfristede tilgodehavender hos virksomhedsdeltagere og ledelse,Kortfristede tilgodehavender hos virksomhedsdeltagere og ledelse
2024-06-30 23:48:57.578120,,-27172.25,6290,Udskudte skatteaktiver,Andre tilgodehavender (kortfristede)
2024-07-01 23:48:57.578120, {} faktura nr. {} - ref. 89840,39743.16,1490,Ændring i lagre af færdigvarer og varer under fremstilling,Ændring i lagre af færdigvarer og varer under fremstilling
2024-07-01 23:48:57.578120, {} periodeafgrænsningsposter - ref. 96188,-42734.18,8070,Periodeafgrænsningsposter,Periodeafgrænsningsposter
2024-07-01 23:48:57.578120,,-11243.48,6010,Andre værdipapirer og kapitalandele,Andre værdipapirer og kapitalandele
2024-07-01 23:48:57.578120,,-6730.0,3570,Nedskrivning af finansielle aktiver,Nedskrivning af finansielle aktiver
2024-07-01 23:48:57.578120, betaling {} - virksomhedskapital - ref. 31688,-45975.52,6530,Virksomhedskapital,Virksomhedskapital
2024-07-02 23:48:57.578120, {} gæld til selskabsdeltagere og ledelse - kortfristet gæld - ref. 28863,-17061.67,7590,Gæld til selskabsdeltagere og ledelse - kortfristet gæld,"Anden gæld, herunder skyldige skatter og skyldige bidrag til social sikring"
2024-07-02 23:48:57.578120,,-35548.88,6590,Reserve for nettoopskrivning efter den indre værdis metode,Reserve for nettoopskrivning efter den indre værdis metode
2024-07-04 23:48:57.578120,,-44591.7,7630,Leasingforpligtelse - kortfristet,"Anden gæld, herunder skyldige skatter og skyldige bidrag til social sikring"
2024-07-04 23:48:57.578120,,-40286.05,5900,"Kapitalandele i kapitalinteresser, bogført værdi primo",Kapitalandele i kapitalinteresser
2024-07-05 23:48:57.578120,,-29350.09,5470,"Produktionsanlæg og maskiner, årets af- og nedskrivninger",Produktionsanlæg og maskiner
2024-07-05 23:48:57.578120,,-1904.49,6430,Kapitalandele i tilknyttede virksomheder,Kapitalandele i tilknyttede virksomheder
2024-07-06 23:48:57.578120,,-33537.52,3040,Af- og nedskrivninger af indretning af lejede lokaler,Af- og nedskrivninger af materielle og immaterielle anlægsaktiver
2024-07-06 23:48:57.578120,,12339.04,1150,"Salg af ydelser udland, EU",Nettoomsætning
2024-07-07 23:48:57.578120, {} registreret kapital mv. - ref. 46891,-15769.22,6510,Registreret kapital mv.,Virksomhedskapital
2024-07-07 23:48:57.578120," {} finansielt leasede aktiver, årets tilgange - ref. 10115",-7813.74,5720,"Finansielt leasede aktiver, årets tilgange",Finansielt leasede aktiver
2024-07-08 23:48:57.578120,,-30436.67,2968,Lønrefusioner,Personaleomkostninger
2024-07-08 23:48:57.578120,,-17978.18,3210,Indtægter af kapitalandele i tilknyttede virksomheder,Indtægter af kapitalandele i tilknyttede virksomheder
2024-07-09 23:48:57.578120,,-5440.65,2450,Kontorartikler,Administrationsomkostninger
2024-07-09 23:48:57.578120,,-49475.99,5250,"Investeringsejendomme under opførelse, årets tilgange",Investeringsejendomme under opførelse
2024-07-09 23:48:57.578120,,-46433.23,7960,Skyldigt ATP-bidrag,"Anden gæld, herunder skyldige skatter og skyldige bidrag til social sikring"
2024-07-09 23:48:57.578120,,-11083.7,5050,"Goodwill, årets af- og nedskrivninger",Goodwill
2024-07-09 23:48:57.578120, betaling {} - nedskrivning på langfristede tilgodehavender hos kapitalinteresser - ref. 95684,-26221.91,5980,Nedskrivning på langfristede tilgodehavender hos kapitalinteresser,Langfristede tilgodehavender hos kapitalinteresser
2024-07-10 23:48:57.578120,,-16197.6,3250,Indtægter af kapitalandele,Indtægter af kapitalandele i kapitalinteresser
2024-07-11 23:48:57.578120,,-2056.81,5900,"Kapitalandele i kapitalinteresser, bogført værdi primo",Kapitalandele i kapitalinteresser
2024-07-11 23:48:57.578120,,-43065.6,5300,"Investeringsejendomme under opførelse, tilbageførte nedskrivninger",Investeringsejendomme under opførelse
2024-07-12 23:48:57.578120, betaling {} - leasingforpligtelse - langfristet gæld - ref. 68666,-15153.44,7240,Leasingforpligtelse - langfristet gæld,"Anden gæld, herunder skyldige skatter og skyldige bidrag til social sikring"
2024-07-12 23:48:57.578120,,-23309.71,6130,Varer under fremstilling,Varer under fremstilling
2024-07-12 23:48:57.578120,,-947.7,5350,"Grunde og bygninger, årets forbedringer",Grunde og bygninger
2024-07-12 23:48:57.578120,,-37200.4,5910,"Kapitalandele i kapitalinteresser, årets tilgange",Kapitalandele i kapitalinteresser
2024-07-13 23:48:57.578120, gæld til kreditinstitutter - kortfristet gæld {} - ref. 40911,-30351.71,7310,Gæld til kreditinstitutter - kortfristet gæld,Gæld til kreditinstitutter - kortfristet gæld
2024-07-13 23:48:57.578120, betaling {} - rengøring og renovation (affaldshåndtering) - ref. 65839,-43234.82,2150,Rengøring og renovation (affaldshåndtering),Lokaleomkostninger
2024-07-14 23:48:57.578120,,-35770.43,6040,Deposita,Andre (langfristede) tilgodehavender
2024-07-15 23:48:57.578120, betaling {} - nedskrivning på fremstillede varer og handelsvarer - ref. 75032,-15714.86,6150,Nedskrivning på fremstillede varer og handelsvarer,Fremstillede varer og handelsvarer
2024-07-15 23:48:57.578120,,-29530.58,5800,"Kapitalandele i tilknyttede virksomheder, bogført værdi primo",Kapitalandele i tilknyttede virksomheder
2024-07-15 23:48:57.578120, varme {} - ref. 11649,-23827.07,2080,Varme,Lokaleomkostninger
2024-07-15 23:48:57.578120,,-31239.35,2420,Telefon og internet mv. (delvist privat),Administrationsomkostninger
2024-07-16 23:48:57.578120,,-2794.73,2300,Regulering af tilgodehavender fra tilknyttede virksomheder og associerede virksomheder,Administrationsomkostninger
2024-07-16 23:48:57.578120," betaling {} - andre anlæg, driftsmateriel og inventar, bogført værdi primo - ref. 91417",-6558.06,5570,"Andre anlæg, driftsmateriel og inventar, bogført værdi primo","Andre anlæg, driftsmateriel og inventar"
2024-07-16 23:48:57.578120,,42519.82,1550,Øvrige andre driftsindtægter,Andre driftsindtægter
2024-07-16 23:48:57.578120,,-12356.32,6020,Udskudte skatteaktiver,Andre (langfristede) tilgodehavender
2024-07-18 23:48:57.578120,,32246.44,1530,Gevinst ved salg af materielle anlægsaktiver,Andre driftsindtægter
2024-07-18 23:48:57.578120, betaling {} - overført resultat - ref. 63757,-7885.26,6950,Overført resultat,Overført resultat
2024-07-18 23:48:57.578120, betaling {} - anden skyldig pension - ref. 13713,-11432.16,8000,Anden skyldig pension,"Anden gæld, herunder skyldige skatter og skyldige bidrag til social sikring"
2024-07-18 23:48:57.578120,,-22518.75,5480,"Produktionsanlæg og maskiner, tilbageførte af- og nedskrivninger",Produktionsanlæg og maskiner
2024-07-18 23:48:57.578120,,-12534.4,2860,Feriepengeforpligtelse,Personaleomkostninger
2024-07-19 23:48:57.578120," {} kapitalandele i kapitalinteresser, årets tilgange - ref. 82839",-25712.36,5910,"Kapitalandele i kapitalinteresser, årets tilgange",Kapitalandele i kapitalinteresser
2024-07-20 23:48:57.578120,,-10736.43,7250,Selskabsskat - langfristet gæld,"Anden gæld, herunder skyldige skatter og skyldige bidrag til social sikring"
2024-07-21 23:48:57.578120,,-37169.87,5140,"Erhvervede immaterielle anlægsaktiver, ultimo",Erhvervede immaterielle anlægsaktiver
2024-07-22 23:48:57.578120, langfristet gæld {} - ref. 78265,-46166.16,7261,Langfristet gæld,"Anden gæld, herunder skyldige skatter og skyldige bidrag til social sikring"
2024-07-22 23:48:57.578120,,-34508.46,7230,Deposita - langfristet gæld,"Anden gæld, herunder skyldige skatter og skyldige bidrag til social sikring"
2024-07-23 23:48:57.578120, betaling {} - gæld til selskabsdeltagere og ledelse - kortfristet gæld - ref. 47524,-29977.29,7590,Gæld til selskabsdeltagere og ledelse - kortfristet gæld,"Anden gæld, herunder skyldige skatter og skyldige bidrag til social sikring"
